Наименование,Област,Община,Населено място,Адрес,Управител,Телефон,lat,lng,provider,display_name,quality_score
СБР РОДОПИ ЕООД,Смолян,РУДОЗЕМ,Рудозем,ул. Атанас Буров 2,"ПЛАМЕН МИХАЙЛОВ ЛАКОВ, ЦВЕТАН ДИМИТРОВ ГЕРГОВ",0878485835,41.4842125,24.8442878,nominatim_free,"Атанас Буров, кв. Мейково, Рудозем, Смолян, 4960, България",55
СБР Света Елена 1 ООД,Варна,ВАРНА,Варна,"к.к. „Св. Св. Константин и Елена”, х-л „Света Елена”, ул. „1” 82",ПРОФ. Д-Р ПЕТКО ПЕНКОВ МАРИНОВ Д.М.,"0889515100, 0899982700",,,,,0
СБР по физикална и рехабилитационна медицина Димина ООД Вонеща вода,Велико Търново,ВЕЛИКО ТЪРНОВО,Вонеща Вода,ул. Първа 1,"СВЕТЛИН ДИМИТРОВ РАДЕВ, ЧЕНКО ХРИСТОВ ЧАЛЪКОВ, ДОЦ. Д-Р АНТОН СТОЯНОВ САВОВ, Д-Р ЧЕНКО ХРИСТОВ ЧАЛЪКОВ, СЪБИНА СЪБЕВА СЪБЕВА","0889528640, 0879382690, 0896407717, 061182300, 0887805378",,,,,0
СБР – НАЦИОНАЛЕН КОМПЛЕКС ЕАД филиал гр. Кюстендил,Кюстендил,КЮСТЕНДИЛ,Кюстендил,ул. Цар Симеон І-ви 28,ЖИВКО ИВАНОВ НЕДЕЛЧЕВ,078/550920,42.2840079,22.6950017,nominatim_free,"Цар Симеон I, кв. Колуша, Кюстендил, 2500, България",45
СБР-Витус ЕООД,Пловдив,ХИСАРЯ,Хисаря,ул. Ал.Стамболийски 21,Д-Р ЧЕНКО ХРИСТОВ ЧАЛЪКОВ,0887305586,,,,,0
СБР-НК ЕАД,Пловдив,КАРЛОВО,Баня,ул. „Липите“ 1,"БОЖАНКА ТОДОРОВА ИВАНОВА, СОНЯ НИКОЛОВА ЧАЛЪКОВА, НЕДЯЛКА ИЛИЕВА КАЛЕВА, ЕВГЕНИ ГЕОРГИЕВ ЛЮБЕНОВ","03132/2204, 03132/2234",42.6515873,25.2128744,nominatim_free,"Липите, Горно Сахране, Павел баня, Стара Загора, 6148, България",75
СБР-НК ЕАД филиал Павел Баня,Стара Загора,ПАВЕЛ БАНЯ,Павел Баня,"бул. ""Освобождение"" 2","Д-Р ЙОРДАН ГЕОРГИЕВ ГЕЧЕВ, КРЪСТАНА ВАСИЛЕВА ПЕТРОВА-ПРАМАТАРОВА","0876904891, 04361/3133, 04361/2146",,,,,0
СБРПЛ-Петрич ЕООД,Благоевград,ПЕТРИЧ,Петрич,УЛ. СТАДИОНСКА 1,"РУМЕН БОРИСОВ КОНДЕВ, ИЛИЯ АСЕНОВ ПОПНИКОЛОВ",0878/104141,,,,,0
СГЕБАЛ Еврохоспитал ООД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,"ул. “Колхида” – продължение, МТБ, бл""Ж""","ВАСИЛ ВАСИЛЕВ АНГЕЛОВ, Д-Р ПЕЙО АЛЕКСАНДРОВ ТУХЧИЕВ, ГЕОРГИ ЮРИЕВ ТОШЕВ, ВЕНЦЕСЛАВ ГЕОРГИЕВ ДЖУРКОВ","032/676367, 032/674142",,,,,0
СОБАЛ - доц. Георгиев ЕООД Варна,Варна,ВАРНА,Варна,ул. „Христо Попович” 18,"ПРОФ. Д-Р ТИХОМИР ДОБРИНОВ ГЕОРГИЕВ, ДОЦ. Д-Р ДОБРИН СВЕТОЗАРОВ ГЕОРГИЕВ, Д-Р ДОБРИН ДОБРИНОВ ГЕОРГИЕВ",052/608506,,,,,0
СОБАЛ АКАД. ПАШЕВ EООД СОФИЯ,София (столица),СОФИЯ 06 рн ПОДУЯНЕ,СОФИЯ 06 рн ПОДУЯНЕ,ул. „Емануил Васкидович” 51,"Д-Р ДАНИЕЛА ПЕТРОВА МИРКОВСКА, АКАД. Д-Р ПЕТЯ ИВАНОВА ВАСИЛЕВА","9487901, 9487931",,,,,0
СОБАЛ ВИЖЪН ЕООД,София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,"ул. Виктор Григорович 8, район Искър, бул. Проф.Цветан Лазаров 86","ЕЛЕНА НЕЙЧЕВА КУМБИЕВА, Д-Р ЕЛЕНА АТАНАСОВА ДАРДЖИКОВА И ЕЛЕНА НЕЙЧЕВА КУМБИЕВА - ЗАЕДНО",9515037,,,,,0
СОБАЛ ВИЗУС ЕООД СОФИЯ,София (столица),СОФИЯ 17 рн ВИТОША,СОФИЯ 17 рн ВИТОША,ул. Миле Попйорданов 18,"ВИОЛЕТА СИЛВИ ЧЕРНОДРИНСКА, Д-Р ГЕНОВЕВА ИВАНОВА АЛЕКСИЕВА, ДОЦ.Д-Р ВИОЛЕТА СИЛВИ ЧЕРНОДРИНСКА","8576936, 8576937",,,,,0
СОБАЛ Луксор ООД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,бул. България 59,"Д-Р ДИМИТЪР ГЕОРГИЕВ ТАСКОВ, МАРИЯ ГЕОРГИЕВА МИХАЙЛОВА, ИСКРА ГЕОРГИЕВА ШИШКОВА","032/968881, 032/968882",42.1587271,24.7395936,nominatim_free,"Очна Клиника ""Луксор"", 59, бул. България, Герджика, Северен, Пловдив, 4003, България",90
СОБАЛ ПЕНТАГРАМ ЕООД СОФИЯ,София (столица),СОФИЯ 03 рн ВЪЗРАЖДАНЕ; СОФИЯ 12 рн ИЛИНДЕН,СОФИЯ 03 рн ВЪЗРАЖДАНЕ; СОФИЯ 12 рн ИЛИНДЕН,"ГР. СОФИЯ, УЛ. ""ДИМИТЪР ПЕТКОВ"" 11; ул. Враня 109-111, секция “Б”",Д-Р ВЕСЕЛИН ТОДОРОВ ДАСКАЛОВ,"02/4472040, 0887777465",,,,,0
СОБАЛ Ралчовски ЕООД Враца,Враца,ВРАЦА,Враца,"бул. ""Демокрация"" 14, ; ул. ""Вежен"" 2А",ПЕТЪР НИКОЛОВ НИКОЛОВ,"092/621102, 0888/889757",,,,,0
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА ПРОДЪЛЖИТЕЛНО ЛЕЧЕНИЕ И РЕХАБИЛИТАЦИЯ ПО ВЪТРЕШНИ БОЛЕСТИ – МЕЗДРА” ЕООД,Враца,МЕЗДРА,Мездра,"ул. ""Манастирище""100","ТЕОДОРА ИЛИЯНОВА ГЛАДНИШКА, Д-Р ГЕНОВЕВА ТОДОРОВА ТОДОРОВА-МОНКОВА, Д-Р ВЛАДИСЛАВ ХРИСТОВ ИВАНОВ, ВАЛЯ МИТОВА ВАСИЛОВСКА",0877605562,43.136799,23.7001742,nominatim_free,"Манастирище, в.з. Каменица, Мездра, Враца, 3100, България",75
СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА ПРОДЪЛЖИТЕЛНО ЛЕЧЕНИЕ НА БЕЛОДРОБНИ БОЛЕСТИ - РОМАН” ЕООД,Враца,РОМАН,Роман,"ул. ""Димитър Благоев"" 2","ВЛАДИМИР БОРИСОВ НЕНОВ, Д-Р МОМЧИЛ НИКОЛАЕВ МИТЕВ, ПЕПА АТАНАСОВА ВЛАДИМИРОВА","09123/2206, 0886/201388",,,,,0
СХБАЛ Амброаз Паре ООД,Сливен,СЛИВЕН,Сливен,"кв. Даме Груев, бул. Хаджи Димитър 68","Д-Р НИКОЛАЙ КОНСТАНТИНОВ КОНСУЛОВ, Д-Р ВЕСЕЛИН ПАСКОВ ВАСИЛЕВ","044/662524, 044/662668",,,,,0
СХБАЛ проф. Темелков ООД Варна,Варна,ВАРНА,Варна,ул. „Алеко Константинов” 5,"МАРИЯ ТЕМЕЛКОВА ЙОРДАНОВА, ПРОФ. Д-Р ТЕМЕЛЕКО ДОБРОЛЮБОВ ТЕМЕЛКОВ","052/600126, 052/600127",43.2109401,27.9070448,nominatim_free,"Хирургическа Болница Проф. Темелков, 3-5, Алеко Константинов, Колхозен пазар, Варна, Одесос, Варна, 9000, България",80
"Специализирана Болница за Активно Лечение на Очни Болести ПРОСПЕРИТАС""ООД",София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,"кв. „Триадица“, ул. „Неофит Рилски“ 7",ВЕСЕЛИН ИВАНОВ ТАНЕВ,,,,,,0
"Специализирана болница за активно лечение на пневмо-фтизиатрични заболявания ""Д-р Трейман"" ЕООД",Велико Търново,ВЕЛИКО ТЪРНОВО,Велико Търново,"местност ""Света гора""","СТЕЛА ДЕНЧЕВА СТЕФАНОВА, Д-Р ДРАГАНЧЕВ, МАРГАРИТА ЛЮБОМИРОВА ТАСЕВА, Д-Р МАРИЯ ИВАНОВА РАЧЕВА","0879976606, 062619766, 0888550338",,,,,0
Специализирана болница за рехабилитация - Бургаски минерални бани ЕАД,Бургас,БУРГАС,Бургас,"ул. ""Ал. Стамболийски"" 66","ПЕТЯ ГЕОРГИЕВА ТОДОРОВА, КИРИЛ МЛАДЕНОВ МЛАДЕНОВ","056/552378, 0894/602400",42.5135674,27.4659001,overpass,УМБАЛ Бургас,50
УМБАЛ ЕВРОХОСПИТАЛ ПЛОВДИВ ООД,Пловдив,ПЛОВДИВ,Пловдив,бул. „Коматевско шосе“ 79,"ВЕНЦЕСЛАВ ДЖУРКОВ, ДИМИТЪР ИВАНОВ ДИМИТРОВ, МАРИЯ ХРИСТОСКОВА ГОРЕВА","032/676367, 0888/233403",,,,,0
УМБАЛ АЛЕКСАНДРОВСКА ЕАД СОФИЯ,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,"ул. ""Св. Георги Софийски"" 1","АСЕН АТАНАСОВ ЗЛАТЕВ, ПРОФ.Д-Р ЛЪЧЕЗАР ДИНКОВ ТРАЙКОВ, ДОЦ. Д-Р КОСТАДИН ГЕОРГИЕВ АНГЕЛОВ, ДМ, ПРОФ.Д-Р БОРИС ИЛИЕВ БОГОВ, ДОЦ. Д-Р ДИМИТЪР ИВАНОВ БУЛАНОВ, АТАНАС ГЕОРГИЕВ АТАНАСОВ, ПРОФ. Д-Р АТАНАС СТЕФАНОВ ЙОНКОВ","92030810, 9230646",,,,,0
УМБАЛ КАНЕВ АД,Русе,РУСЕ,Русе,ул. Независимост 2,"ИВАН СТЕФАНОВ ИВАНОВ, МИНЧО ИЛИЕВ ВИЧЕВ, АНТОАНЕЛА СЛАВЧЕВА ПЕТРОВА-ГАНЧЕВА, НЕЛИ СТЕФАНОВА ПЕТРОВА, ВЛАДИН ИВАНОВ ПЕТРОВ, ИВАН ХРИСТОВ СТОЯНОВ, АЛЕКСАНДЪР БОРИСОВ ПАРАШКЕВОВ","082/887215, 082/821011, 082/887351, 082/887223",43.8572647,25.960608,nominatim_free,"Независимост, ж.к. Възраждане, Русе, 7002, България",85
УМБАЛ Каспела ЕООД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,ул. ”София” 64 и 66,"Д-Р СТАНИСЛАВ ИВАНОВ ВЪЛКАНОВ, АНТОН ДИМИТРОВ ТОНЕВ, ИЛИАН ЙОРДАНОВ ДОЙКОВ",032645997,,,,,0
УМБАЛ МЕДИКА РУСЕ ООД,Русе,РУСЕ,Русе,Рига 35,ИВЕЛИН ЦАНКОВ ЙОЦОВ,0885304040,43.8483359,25.9893095,nominatim_free,"Рига, ж.к. Здравец-север 2, ж.к. Здравец-изток, Русе, 7013, България",45
УМБАЛ Пловдив АД,Пловдив,ПЛОВДИВ,Пловдив,бул. България 234,"Д-Р ДИНЧО ГЕНЕВ ГЕНЕВ, ИЛИЯНА ЗАПРЯНОВА ВЪЛКАНОВА, ГЕОРГИ ЙОРДАНОВ ЙОРДАНОВ, АРГИР ВАСИЛЕВ АРГИРОВ, ИВО ПЕТРОВ МИЛЬОТЕВ","032/959221, 032/962012",42.1586279,24.7344901,nominatim_free,"бул. България, Герджика, Северен, Пловдив, 4020, България",45
УМБАЛ Проф. д-р Стоян Киркович АД гр. Стара Загора,Стара Загора,СТАРА ЗАГОРА,Стара Загора,"ул. ""Ген. Столетов"" 2","ПРОФ. Д-Р ЙОВЧО ПЕТКОВ ЙОВЧЕВ, Д.М., ПЕТЪР АТАНАСОВ АТАНАСОВ, ПЕТРАНКА ИЛИЕВА ЧАКЪРОВА, ДОЦ. Д-Р ЙОВЧО ПЕТКОВ ЙОВЧЕВ","042/623750, 042/601125",42.4259301,25.6139963,nominatim_free,"2, Генерал Столетов, кв. Македонски, Стара Загора, 6000, България",80
УМБАЛ Пълмед ООД,Пловдив,ПЛОВДИВ,Пловдив,р-н Западен ул. ПЕРУЩИЦА 1А,"СТОИЛ ГЕОРГИЕВ АПОСТОЛОВ, ЙОРДАН ЛЮБЕНОВ ПЕЛЕВ, ИВАН ЯНЧЕВ МАДЖАРОВ, Д-Р ЙОРДАН ЛЮБЕНОВ ПЕЛЕВ",032/607300,,,,,0
УМБАЛ СВ. ИВАН РИЛСКИ ЕАД СОФИЯ,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,"р-н Триадица бул. ""Акад. Ив. Гешов"" 15","НИКОЛАЙ РУМЕНОВ СТОИЛОВ, Д-Р РУМЕН МАЛИНОВ СТОИЛОВ, Д-Р ДЕЧО ПЕТРОВ ДЕЧЕВ, МАРИЕТА РАЙКОВА ЙОТИНСКА, Д-Р АНТОН ПЕТКОВ ПЕТКОВ","9521532, 9522018",,,,,0
УМБАЛ СВЕТА МАРИНА ЕАД гр. Варна,Варна,ВАРНА,Варна,"бул. ""Цар Освободител"" 100; к.к ""Св. Св. Константин и Елена"", хотел ""Естрея Резиденс""; бул. ”Христо Смирненски” 1","ПРОФ. Д-Р СИЛВА ПЕТЕВА АНДОНОВА-АТАНАСОВА Д.М.Н., ПРОФ. Д-Р КРАСИМИР ДИМИТРОВ ИВАНОВ Д.М.Н., ПРОФ. Д-Р ЖАНЕТА ГЕОРГИЕВА ТЯНЕВА, Д.М.Н., ПРОФ. Д-Р ВАЛЕНТИН ЛЮБОМИРОВ ИГНАТОВ Д.М.","052302875, 052/302874",,,,,0
УМБАЛ СОФИЯМЕД ООД,София (столица),СОФИЯ 08 рн ИЗГРЕВ; СОФИЯ 15 рн МЛАДОСТ,СОФИЯ 08 рн ИЗГРЕВ; СОФИЯ 15 рн МЛАДОСТ,"бул. ”Г.М.Димитров” 16; ул. ""Димитър Моллов"" 10, бул. „Джавахарлал Неру“ 23 и ул. „Ганчо Ганчев“ 1","Д-Р ЙОРДАН ЛЮБЕНОВ ПЕЛЕВ, Д-Р БОЙКО МАРИНОВ ПЕНКОВ, Д-Р МИХАИЛ КИРИЛОВ ЗОРТЕВ, Д-Р ЕВГЕНИЙ ЖЕЛЕВ ЖЕЛЕВ",0893333399,,,,,0
УМБАЛ Свети Георги ЕАД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,"бул. ""Васил Априлов"" 15 А; бул. ""Пещерско шосе"" 66","ПРОФ. Д-Р КАРЕН БРИЯНОВ ДЖАМБАЗОВ, ДМ, ДИМИТЪР ИВАНОВ ВУЧЕВ, МАРИЯ ГЕОРГИЕВА СЛАВОВА, ИЛИЯ АТАНАСОВ БАТАШКИ, МАРИАНА ТЕРВЕЛОВА МАНОВА, ПЕНКА АТАНАСОВА АТАНАСОВА, БОЖИДАР ДИМИТРОВ ХАДЖИЕВ, ДЕНКА ИВАНОВА КОСТОВА, АЛБЕНА ГЕОРГИЕВА ДЖУРКОВА","032/602814, 032/602974",,,,,0
УМБАЛ ЦАРИЦА ЙОАННА-ИСУЛ ЕАД СОФИЯ,София (столица),СОФИЯ 04 рн ОБОРИЩЕ,СОФИЯ 04 рн ОБОРИЩЕ,"ул. ""Бяло море"" 8","ЛЮБОМИР ЛЮБЧОВ ПЕНЕВ, БОЙКО ГЕОРГИЕВ КОРУКОВ, ДОЦ. Д-Р ГРИГОРИЙ ИВАНОВ НЕДЕЛКОВ",9432121,,,,,0
УМБАЛ „СВЕТА ЕКАТЕРИНА“ ЕАД,София (столица),СОФИЯ 10 рн ТРИАДИЦА; СОФИЯ 12 рн ИЛИНДЕН,СОФИЯ 10 рн ТРИАДИЦА; СОФИЯ 12 рн ИЛИНДЕН,"р-н Триадица бул. ""Пенчо Славейков"" 52 А; ул. Коньовица 65","ДИМИТЪР ГЕОРГИЕВ ПЕТКОВ, ПРОФ. Д-Р ГЕНЧО КРЪСТЕВ НАЧЕВ, НИКОЛАЙ ГРИГОРОВ ДИМИТРОВ, ВАЛЕНТИН СТЕФАНОВ ГОВЕДАРСКИ","070012131, 029059404",,,,,0
УМБАЛ-Д-Р ГЕОРГИ СТРАНСКИ ЕАД,Плевен,ПЛЕВЕН,Плевен,"ул. ""Георги Кочев"" 8А; ул. ""Св. Св. Кирил и Методий"" 20; бул. ""Русе"" 89; ул. ""Сан Стефано"" 45; жк ""Сторгозия"" 113; ул. ""Климент Охридски"" 1; ул. ""Ген. Вл. Вазов"" 91","АЛЕКСАНДЪР ВЪЛКОВ ВЪЛКОВ, ВАСИЛ ВЕЛИЧКОВ ТОДОРОВ, ДИМИТЪР ЖИВКОВ СТОЙКОВ, НАТАША ПЕТРОВА МАНЕВА, ЦВЕТАН ХРИСТОФОРОВ ЛУКАНОВ","064/886444, 064/804212",,,,,0
УМБАЛСМ Н.И. ПИРОГОВ ЕАД СОФИЯ,София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,"р-н Красно село бул. ""Тотлебен"" 21","ВАЛЕНТИН ДИМИТРОВ ДИМИТРОВ, Д-Р СПАС НИКОЛОВ СПАСКОВ, ПРОФ.Д-Р ДИМИТЪР РАДКОВ РАДЕНОВСКИ, ДОЦ. Д-Р СТОЯН ГЕОРГИЕВ МИЛАНОВ, ПРОФ.Д-Р АСЕН ГЕОРГИЕВ БАЛТОВ, ИВАН ГЕОРГИЕВ ПОРОМАНСКИ",02/9154290,,,,,0
УНИВЕРСИТЕТСКА І МБАЛ СОФИЯ СВ. ЙОАН КРЪСТИТЕЛ ЕАД,София (столица),СОФИЯ 01 рн СРЕДЕЦ,СОФИЯ 01 рн СРЕДЕЦ,"р-н ""Средец"", бул. ""Патриарх Евтимий"" 37","АННА МИЛЧЕВА ЛЕЧЕВА, Д-Р МИХАИЛ НЕНОВ НИКОЛОВСКИ, ПРОФ. Д-Р ЦВЕТОМИР ИВАНОВ ДИМИТРОВ",8059203,,,,,0
УСБАЛАГ СЕЛЕНА ЕООД,Пловдив,ПЛОВДИВ,Пловдив,бул. ”Пещерско шосе” 80,"АТАНАС ДИМЧЕВ ВЛАХОВ, ЗДРАВКО АТАНАСОВ МИНЕВ, ГЕОРГИ КОСТАДИНОВ ГЕОРГИЕВ, РУМЕН КИРИЛОВ СИМЕОНОВ",032/648020,,,,,0
УСБАЛЕ АКАД.ИВАН ПЕНЧЕВ ЕАД СОФИЯ,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,"ул. ""Здраве"" 2","МАРИЯ МИТКОВА ОРБЕЦОВА, ПРОФ. Д-Р САБИНА ЗАХАРИЕВА ЗАХАРИЕВА",8181500,,,,,0
УСБАЛО ПРОФ. БОЙЧО БОЙЧЕВ ЕАД СОФИЯ,София (столица),СОФИЯ 18 рн ОВЧА КУПЕЛ,СОФИЯ 18 рн ОВЧА КУПЕЛ,бул. Никола Петков 56,"ВАЛЕНТИН НИКОЛОВ АНГЕЛОВ, ЕВГЕНИЙ ЛЮЦКАНОВ МЕДНИКАРОВ, Д-Р БОЯН БОЯНОВ ХРИСТОВ",8181500,,,,,0
УСБАЛО Проф. Иван Черноземски''ЕАД СОФИЯ,София (столица),СОФИЯ 16 рн СТУДЕНТСКИ,СОФИЯ 16 рн СТУДЕНТСКИ,ул. Пловдивско поле 6,"ДОЦ. Д-Р ДИМИТЪР ВЪЛЧИНОВ ДИМИТРОВ, Д.М., СТРАШИМИР ИВАНОВ КАРАНОВ, ДОЦ. Д-Р ЗДРАВКА ГЪРДЕВА ВАСИЛЕВА-ВАЛЕРИАНОВА, Д-Р ПЕТРАНКА ПЕТРОВА КЪНЕВА-ТРОЯНОВА, Д-Р МИХАИЛ ИВАНОВ ШИНДОВ, Д-Р ВАЛЕНТИН НИКОЛОВ АНГЕЛОВ, ПРОФ. Д-Р ПАНАЙОТ ФОТЕВ КУРТЕВ, Д-Р СТЕФАН КОНСТАНТИНОВ КОНСТАНТИНОВ, ПАНАЙОТ ФОТЕВ КУРТЕВ, ВЛАДИМИР ВАСЕВ ДАСКАЛОВ",8076299,,,,,0
