Наименование,Област,Община,Населено място,Адрес,Управител,Телефон,lat,lng,provider,display_name,quality_score
ПЪРВА ЧАСТНА МБАЛ Враца ЕООД,Враца,ВРАЦА,Враца,бул. Втори юни 96А,"Д-Р ПЛАМЕН ЦЕНОВ БЛАЖЕВ, Д-Р АНТОНИО ИЛИЕВ ГЕОРГИЕВ, Д-Р ДАРИН ВАСИЛЕВ ДРАГАНОВ","0887999091, 0878660501, 092/665757, 0878687646",43.1936769,23.5700431,nominatim_free,"Първа частна МБАЛ - Враца, 96А, бул. Втори юни, кв. Медковец, Враца, 3000, България",70
ПЪРВА ЧАСТНА МБАЛ Враца ЕООД,Враца,ВРАЦА,Враца,ул. ген. Леонов 93,"Д-Р ПЛАМЕН ЦЕНОВ БЛАЖЕВ, Д-Р АНТОНИО ИЛИЕВ ГЕОРГИЕВ, Д-Р ДАРИН ВАСИЛЕВ ДРАГАНОВ","0887999091, 0878660501, 092/665757, 0878687646",43.2018064,23.550618,nominatim_free,"Ген. Леонов, кв. 103, Враца, 3000, България",55
САГБАЛ Д-Р ЩЕРЕВ ЕООД СОФИЯ,София (столица),ГР.СОФИЯ,София,ул. Христо Благоев 25-31,НИКОЛА КОМНЕН МИЛАЧИЧ,"02/9200901, 02/9201827",42.7007345,23.2878993,nominatim_free,"Христо Благоев, ж.к. Разсадник Коньовица, София, Красна поляна, Столична, София-град, 1330, България",55
САГБАЛ ЕВА ЕООД,Сливен,СЛИВЕН,Сливен,ул. Ичеренско шосе 11,"Д-Р НУРТЕН ОСМАНОВА ШЕКЕРОВА, ИБРЯМ АЛИЕВ МУСТАФОВ, СТЕФКА ИВАНОВА РАДКОВА",044/630101,42.6943831,26.3608455,nominatim_free,"ул. Ичеренско шосе, м. Андреева чешма, Вилна Зона Лозята, Сливен, 8800, България",55
САГБАЛ ЕВА ЕООД,Сливен,СЛИВЕН,Сливен,бул. Панайот Хитов 117,"Д-Р НУРТЕН ОСМАНОВА ШЕКЕРОВА, ИБРЯМ АЛИЕВ МУСТАФОВ, СТЕФКА ИВАНОВА РАДКОВА",044/630101,42.6877296,26.3323797,nominatim_free,"бул. Панайот Хитов, кв. Колю Фичето, кв. Ново Село, Сливен, 8800, България",55
СБАЛ ГРЪБНАЧЕН ЦЕНТЪР АД,София (столица),СОФИЯ 05 рн СЕРДИКА,СОФИЯ 05 рн СЕРДИКА,бул. Ген. Николай Столетов 67А,"ЛЮБЧО ЦВЕТАНОВ ПЕНЕВ, Д-Р ДОБРОМИР ИЛИЕВ ИЛКОВСКИ, ДЕСИСЛАВА ИВАНОВА ЛЮБЕНОВА",0894515618,,,,,0
СБАЛ ГРЪБНАЧЕН ЦЕНТЪР АД,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,ул. Св. Георги Софийски 3,"ЛЮБЧО ЦВЕТАНОВ ПЕНЕВ, Д-Р ДОБРОМИР ИЛИЕВ ИЛКОВСКИ, ДЕСИСЛАВА ИВАНОВА ЛЮБЕНОВА",0894515618,,,,,0
СБАЛ ЙОАН ПАВЕЛ ЕООД СОФИЯ,София (столица),СОФИЯ 05 рн СЕРДИКА,СОФИЯ 05 рн СЕРДИКА,бул. Ген. Столетов 67А,НЕБЕСНА ДИМИТРОВА БАЛДЖИЙСКА,02/8320044,,,,,0
СБАЛ ПО КАРДИОЛОГИЯ ЯМБОЛ ЕАД,Ямбол,ЯМБОЛ,Ямбол,ул. Димитър Благоев 69,"СИДИКУЛАХ РАХИМИ, МАРИАН ТОДОРОВ ИНГЕЛИЕВ, БОРИС ПЕТКОВ ЧОРБАДЖИЙСКИ, БИСТРА СТОИЧКОВА ПЕШЕВА-МУСИЕВСКА, ПЕТЯ ИВАНОВА ДИНОВСКА, МЛАДЕН ВЛАДИМИРОВ ГРИГОРОВ","046/662215, 046/662377, 046/662389",42.4869046,26.5173794,nominatim_free,"СБАЛ по кардиология, 69, бул. Димитър Благоев, ж.к. Боровец, Ямбол, 8600, България",100
СБАЛ ПФЗ Д-р Димитър Граматиков Русе ЕООД,Русе,РУСЕ,Русе,ул. Алея Лилия 1,"СВЕТОСЛАВ ДАЧЕВ ДАЧЕВ, ДИМИТЪР СТОЯНОВ ГРАМАТИКОВ",082/813960,43.8592199,25.9632346,nominatim_free,"Специализирана болница за активно лечение за пневмо – фтизиатрични заболявания Д-р ""Димитър Граматиков"", 1, Алея Лилия, ж.к. Възраждане, Русе, 7002, България",100
СБАЛ СВ. ЛАЗАР ООД СОФИЯ,София (столица),СОФИЯ 09 рн ЛОЗЕНЕЦ,СОФИЯ 09 рн ЛОЗЕНЕЦ,бул. Симеоновско шосе 4А,Д-Р ТИАНА ЛАЗАРОВА ДИМИТРИЕВА-НИКОЛОВА,02/9622005,,,,,0
СБАЛ ФРМ МЕДИКА ООД Русе,Русе,РУСЕ,Русе,ул. Рига 35,КИРИЛ ПАНАЙОТОВ ПАНАЙОТОВ,0885304040,43.8483359,25.9893095,nominatim_free,"Рига, ж.к. Здравец-север 2, ж.к. Здравец-изток, Русе, 7013, България",45
СБАЛ ФРМ МЕДИКА ООД Русе,Русе,РУСЕ,Русе,ул. Независимост 2,КИРИЛ ПАНАЙОТОВ ПАНАЙОТОВ,0885304040,43.8572647,25.960608,nominatim_free,"Независимост, ж.к. Възраждане, Русе, 7002, България",85
СБАЛ по кардиология Варна ЕАД,Варна,ВАРНА,Варна,бул. Цар Освободител 100,"Д-Р ХАРАЛИН СТОЯНОВ ТУМБЕВ, ПРОФ. Д-Р МЛАДЕН ВЛАДИМИРОВ ГРИГОРОВ, ПРОФ. Д-Р НИКОЛАЙ ЙОРДАНОВ ПЕНКОВ","052/648020, 052/603203",43.2136534,27.9182217,nominatim_free,"СБАЛ по кардиология, 100, бул. Цар Освободител, Цветен квартал, Варна, Приморски, Варна, 9000, България",90
СБАЛ СПЕЦИАЛ МЕДИК ООД,Пловдив,ПЛОВДИВ,Пловдив,пл. Понеделник пазар 5 крило Изток и крило Юг,Д-Р ИНА СТОЯНОВА ФИЛИПОВА,0884308925,,,,,0
СБАЛАГ МАЙЧИН ДОМ ЕАД СОФИЯ,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,ул. Здраве 2,"ПРОФ. ИВАН АТАНАСОВ КОСТОВ, Д-Р ВИКТОР БОРИСОВ ЗЛАТКОВ, Д-Р ДИМИТЪР МИТКОВ ДРАГИЕВ, МЕТОДИ ВАНГЕЛОВ ЯНКОВ, НИКОЛАЙ ИВАНОВ ДОГАНОВ","02/9172233, 02/8517291",,,,,0
СБАЛАГ Торакс Д-р Сава Бояджиев ЕООД Пловдив,Пловдив,ПЛОВДИВ,Пловдив,ул. Димитър Цончев 5,"Д-Р ИВАН ТОНОВ ГЛАВЧЕВ, ЮРИ СПАСОВ, ГЕОРГИ ИВАНОВ БЛАГОЕВ","032/625125, 0887594916",42.150767,24.7432498,nominatim_free,"Д-р Юрий Асенов - Пластичен Хирург, 5, Димитър Цончев, Капана, Централен, Пловдив, 4020, България",100
СБАЛББ - СВ. ПАНТЕЛЕЙМОН ЕООД,Перник,ПЕРНИК,Перник,местност Голо бърдо,"АЛЕКСАНДЪР ПЕТРОВ АЛЕКСАНДРОВ, АСЕН ЙОРДАНОВ АСЕНОВ, ВЕЛИЧКА ГЕОРГИЕВА КАДИЙСКА, СИМЕОН ВАСИЛЕВ СИМЕОНОВ, АЛЕКСАНДЪР СТЕФАНОВ АЛЕКСИЕВ","0884999636, 0888252427, 0999115126, 0895525350, 0889035153",,,,,0
СБАЛББ Габрово ЕООД,Габрово,ГАБРОВО,Габрово,ул. д-р Кирил Въгленов 1,"ИВО ГИЧЕВ СТАНЧЕВ, АНТОНИЯ ГЕОРГИЕВА КОЛЕВА",066/878670,42.8438009,25.3145644,nominatim_free,"СБАЛ по Белодробни Болести- Габрово-ПАРАХОДА, 1, д-р Кирил Въгленов, кв. Дядо Дянко, Габрово град, Габрово, 5304, България",100
СБАЛГАР Д.Р МАЛИНОВ ООД СОФИЯ,София (столица),СОФИЯ 02 рн КРАСНО СЕЛО,СОФИЯ 02 рн КРАСНО СЕЛО,бул. Гоце Делчев 46,Д-Р МАКСИМ ЦАНКОВ МАЛИНОВ,02/9655711,,,,,0
СБАЛДБ ПРОФ. ИВАН МИТЕВ ЕАД СОФИЯ,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,бул. Акад. Иван Гешов 11,"Д-Р МАРИЯ БОЖИДАРОВА ЕКИМОВА-ПЕНЕВА, ДИМИТЪР ЛЮБОМИРОВ РУСИНОВ, БЛАГОМИР НИКОЛАЕВ ЗДРАВКОВ",02/8154254,,,,,0
СБАЛИПБ ПРОФ. ИВАН КИРОВ ЕАД СОФИЯ,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,бул. Акад. Иван Гешов 17,"Д-Р ТОМА БОРИСОВ ТОМОВ, ПРОФ. Д-Р ТАТЯНА ПЕТРОВА ПЕНКОВА-ЧЕРВЕНЯКОВА",02/9402100,,,,,0
СБАЛК - КАРДИОЛАЙФ ООД ВАРНА,Варна,ВАРНА,Варна,бул. Република Медицински център Младост бл. А,"Д-Р ТРАЯН БОТЕВ ЦВЕТКОВ, ЮЛИЯ БОРИСОВА МАКЕДОНСКА, СПАС НИКОЛОВ СПАСАВ, Д-Р ГАЛИНА ВИДОЛОВА БАЛАБАНОВА, Д-Р ВЛАДИСЛАВ ТОДОРИНОВ ПАКЕРОВ, ХАРАЛИН СТОЯНОВ ТУМБЕВ","052/460170, 052/460171, 052/460190, 052/460191, 0879487878",,,,,0
СБАЛК Велико Търново ЕАД,Велико Търново,ВЕЛИКО ТЪРНОВО,Велико Търново,ул. Бузлуджа 1,"МАРИЯНА РАЙКОВА ГЕОРГИЕВА, Д-Р ПЕТЯ ИВАНОВА ДИНОВСКА, ПРОФ. МЛАДЕН ВЛАДИМИРОВ ГРИГОРОВ, Д-Р НОРА ГЕОРГИЕВА ЦВЕТКОВА, Д-Р ЙОРДАНКА ТОМОВА-ДИМОВА, Д-Р СОТИР ТОДОРОВ МАРЧЕВ","062/632020, 062/624030",43.1095857,25.7137869,nominatim_free,"Бузлуджа, Лясковец, Велико Търново, 5140, България",85
СБАЛК Медика Кор ЕАД Русе,Русе,РУСЕ,Русе,ул. Рига 35,КИРИЛ ПАНАЙОТОВ ПАНАЙОТОВ,"082/887363, 0885304040",43.8483359,25.9893095,nominatim_free,"Рига, ж.к. Здравец-север 2, ж.к. Здравец-изток, Русе, 7013, България",45
СБАЛК Медика Кор ЕАД Русе,Русе,РУСЕ,Русе,ул. Независимост 2,КИРИЛ ПАНАЙОТОВ ПАНАЙОТОВ,"082/887363, 0885304040",43.8572647,25.960608,nominatim_free,"Независимост, ж.к. Възраждане, Русе, 7002, България",85
СБАЛК ПО КАРДИОЛОГИЯ МАДАРА ЕАД ШУМЕН,Шумен,ШУМЕН,Шумен,ул. Васил Априлов 63,"МАРТИН СТОЙНЕВ СТОЙНЕВ, ИВАЙЛО ВЛАДИМИРОВ ДОЙЧИНОВ","054/801260, 054/801261",43.2755071,26.9171495,nominatim_free,"МБАЛ-Шумен, 63, Васил Априлов, Азалия, м. Бялата пръст, Шумен, 9705, България",100
СБАЛО Свети Мина ЕООД,Благоевград,БЛАГОЕВГРАД,Благоевград,ул. Васил Левски 62,"ТЕОДОР ВЕЛЧЕВ ВЕЛЧЕВ, ХРИСТИНА ЙОНЧЕВА КУЗМАНОВА-ЯНКОВА, ГЕОРГИ БОРИСОВ ГЕОРГИЕВ","073/882857, 0886333773, 073/832100",41.3917939,23.2034957,nominatim_free,"Васил Левски, кв. Бухото, Петрич, Благоевград, 2850, България",55
СБАЛОБ ДЕН ЕООД СОФИЯ,София (столица),СОФИЯ 04 рн ОБОРИЩЕ,СОФИЯ 04 рн ОБОРИЩЕ,ул. Росица 21,ДОЦ. Д-Р АНДРЕЙ ДИМИТРОВ АНДРЕЕВ,"02/9832028, 02/9833800",,,,,0
СБАЛОБ ЗОРА АД СОФИЯ,София (столица),СОФИЯ 05 рн СЕРДИКА,СОФИЯ 05 рн СЕРДИКА,бул. Княгиня Мария-Луиза 191,"ПРОФ. ИВА ТОДОРОВА ПЕТКОВА, РЕНЕТА ТОДОРОВА ПЕТКОВА, ДОЦ. Д-Р ЕВДОКИЯ ДИМИТРОВА ИЛИЕВА",02/9312281,,,,,0
СБАЛОБ ЗОРА АД СОФИЯ,София (столица),СОФИЯ 15 рн МЛАДОСТ,СОФИЯ 15 рн МЛАДОСТ,ул. Петър Протич 4,"ПРОФ. ИВА ТОДОРОВА ПЕТКОВА, РЕНЕТА ТОДОРОВА ПЕТКОВА, ДОЦ. Д-Р ЕВДОКИЯ ДИМИТРОВА ИЛИЕВА",02/9312281,,,,,0
СБАЛОБ ЗРЕНИЕ ООД СОФИЯ,София (столица),СОФИЯ 09 рн ЛОЗЕНЕЦ,СОФИЯ 09 рн ЛОЗЕНЕЦ,бул. Джеймс Баучер 33,"ХРИСТИНА БЛАГОЕВА ХРИСТОВА, ВЕСЕЛИН ИВАНОВ ТАНЕВ, ПРОФ. Д-Р ПРАВОСЛАВА ЦОНЧЕВА ЧНЧУЛЕВА, ПРОФ. Д-Р ВЕСЕЛИН ИВАНОВ ТАНЕВ","02/9531582, 02/9531574",,,,,0
СБАЛОБ ЗРЕНИЕ ООД СОФИЯ,София (столица),СОФИЯ 10 рн ТРИАДИЦА,СОФИЯ 10 рн ТРИАДИЦА,ул. Балша 5,"ХРИСТИНА БЛАГОЕВА ХРИСТОВА, ВЕСЕЛИН ИВАНОВ ТАНЕВ, ПРОФ. Д-Р ПРАВОСЛАВА ЦОНЧЕВА ЧНЧУЛЕВА, ПРОФ. Д-Р ВЕСЕЛИН ИВАНОВ ТАНЕВ","02/9531582, 02/9531574",,,,,0
СБАЛОЗ ПРОФ. Д-Р МАРИН МУШМОВ ЕООД СОФИЯ,София (столица),СОФИЯ 15 рн МЛАДОСТ,СОФИЯ 15 рн МЛАДОСТ,бул. А. Сахаров 22,Д-Р БОРИСЛАВ ХАРАЛАМБИЕВ ДИМИТРОВ,02/9753950,,,,,0
СБАЛОЗ Д-р Марко Антонов Марков-Варна ЕООД,Варна,ВАРНА,Варна,"БУЛ. ЦАР ОСВОБОДИТЕЛ 100; КВ. АСПАРУХОВО, МЕСТНОСТ ""ВИЛИТЕ""","Д-Р ГОСПОДИН РАДКОВ ИГНАТОВ, ПРОФ. Д-Р ГЕОРГИ ЛЕОНИДОВ КОБАКОВ","052/975-888, 052/975888",43.2360793,27.8526493,nominatim_structured,"бул. Цар Освободител, кв. Кайсиева градина, Варна, Владислав Варненчик, Варна, 9023, България",55
СБАЛОЗ КРИСТАЛ ООД СОФИЯ,София (столица),СОФИЯ 11 рн КРАСНА ПОЛЯНА,СОФИЯ 11 рн КРАСНА ПОЛЯНА,"ГР. СОФИЯ, Р-Н КРАСНА ПОЛЯНА, БУЛ. „АЛЕКСАНДЪР СТАМБОЛИЙСКИ“ 239",Д-Р ГЕОРГИ ИЛИЕВ ДОРМИШЕВ,"02/4200356, 02/4200234",,,,,0
СБАЛОТ ВИТОША ЕООД СОФИЯ,София (столица),СОФИЯ 09 рн ЛОЗЕНЕЦ,СОФИЯ 09 рн ЛОЗЕНЕЦ,бул. Симеоновско шосе 108-Б,Д-Р ОРЛИН БОРИСОВ ФИЛИПОВ,9622292,,,,,0
СБАЛПФЗ БЛГР,Благоевград,БЛАГОЕВГРАД,Благоевград,УЛ. ЦАНКО ЦЕРКОВСКИ 4,"ВЛАДИМИР ВИТКОВ ПАНДЕВ, ТАТЯНА СТОЙЧЕВА КОНСТАНТИНОВА, ПЕТЪР ЙОРДАНОВ ГЕОРГИЕВ","073/830201, 073/884210",,,,,0
СБАЛПФЗ Враца ЕООД,Враца,ВРАЦА,Враца,"ул. ""Генерал Леонов""93","Д-Р КОСТАДИН НИКИФОРОВ ШАХОВ, Д-Р МАРИЯНА СТОЯНОВА МАРКОВА","0878987223, 0876987223, 092/623564, 092/666117",,,,,0
СБАЛПФЗ Д-р Никола Пенчев - Пазарджик ЕООД,Пазарджик,ПАЗАРДЖИК,Пазарджик,"ул. ""Болнична"" 15","НИКОЛА ПЕТРОВ ПЕНЧЕВ, РУМЕН МЕТОДИЕВ АВРАМОВ, КОСТАДИНКА КРУМОВА СОТИРОВА, АНТОАН АСЕНОВ ДОНЧЕВ","034/443849, 034/441866",,,,,0
СБАЛПФЗ Стара Загора ЕООД,Стара Загора,СТАРА ЗАГОРА,Стара Загора,"ул. ""Армейска"" 11","Д-Р КАМЕЛИЯ ХАРАЛАНОВА ХАРАЧЕРОВА, ЛЮБОМИР ЖИВКОВ ЛЮБЕНОВ, СТОЯНКА МАНЧЕВА ТАНЕВА, Д-Р ЧАВДАР ДЕЧЕВ ПОПОВ, ВАЛЕРИЯ ЛЮБОМИРОВА ИВАНОВА","042/623710, 042/648180",,,,,0
СБАЛТОСМ ПРОФ. Д-Р ДИМИТЪР ШОЙЛЕВ ЕАД СОФИЯ,София (столица),СОФИЯ 08 рн ИЗГРЕВ,СОФИЯ 08 рн ИЗГРЕВ,"жк Дианабат, ул. Никола Габровски 1","ГЕОРГИ АЛЕКСАНДРОВ ДАМЯНОВ, ТАНЯ МАРИНОВА РУСЕВА-КОЛЕВА","02/962045, 0888871888, 02/8621133",,,,,0
СБАЛХЗ ЕАД СОФИЯ,София (столица),СОФИЯ 01 рн СРЕДЕЦ; СОФИЯ 16 рн СТУДЕНТСКИ,СОФИЯ 01 рн СРЕДЕЦ; СОФИЯ 16 рн СТУДЕНТСКИ,"ул. Пловдивско поле 6; Бул. ""Климент Охридски"" 1А","Д-Р НИНА АНГЕЛОВА РЪСИНА, АНДРЕЙ АНГЕЛОВ АНДРЕЕВ, ПРОФ. Д-Р СТАВРИ АСЕНОВ ТОШКОВ, ПРОФ. Д-Р ГЕОРГИ ГЕОРГИЕВ МИХАЙЛОВ, ДОЦ. Д-Р МИМОЗА ЦВЕТАНОВА СТАНЕВА, ДОЦ. Д-Р БРАНИМИР ВЛАДИМИРОВ СПАСОВ, Д-Р ГАЛЯ ГЕОРГИЕВА КОНДЕВА-МЪНКОВА","9701104, 9701105",,,,,0
СБНАЛ Свети Лазар ЕООД гр. Казанлък,Стара Загора,КАЗАНЛЪК,Казанлък,"ул. ""д-р Хр. Баев"" 15; ул. Ал. Константинов 6",Д-Р ГЕРГИНА ХРИСТОВА ДИМИТРОВА,"0431/85017, 042/62125",42.6207892,25.4033324,overpass,МБАЛ ”Д-р Христо Стамболски”,50
СБПЛР - Котел ЕООД,Сливен,КОТЕЛ,Котел,ул. Изворска 85,"Д-Р ЦВЕТАН ГЕОРГИЕВ ВЛАХОВ, ЕВГЕНИ ГЕОРГИЕВ ЛЮБЕНОВ, Д-Р ГРИГОР КОСТОВ МАЛЕВ","0887/777423, 0889/533663, 0453/42473",42.8905808,26.4377912,nominatim_free,"Изворска, Котел, Сливен, 8970, България",45
СБПЛР БУХОВО ЕООД СОФИЯ,София (столица),СОФИЯ 22 рн КРЕМИКОВЦИ,СОФИЯ 22 рн КРЕМИКОВЦИ,"гр. Бухово ул. ""Стефан и Велко"" 2",Д-Р ДОРА ДИМИТРОВА ВЕЛЕВА,9942320,,,,,0
СБПЛР ЕООД,Перник,ПЕРНИК,Перник,"ул. ""Протожерица"" 102","ЮРИ ВАСИЛЕВ ТОРНЕВ, БОЯН БОГДАНОВ ДРАГАНОВ, ЙОРДАНКА АЛЕКСАНДРОВА КОСТАДИНОВА, ВЕНЦИСЛАВ ДАФИНОВ ЧУНОВ, РОСИЦА ИВАНОВА ГАЙДАРОВА, ЕМИЛ ЕМИЛОВ НЕНКОВ, ЙОРДАН МЕТОДИЕВ ИВАНЧЕВ, ИННА ПЕТРОВА СТОИЛОВА","0897/084072, 076/604402, 076/604412, 076/590800, 0894492213",42.5918217,23.0303741,nominatim_free,"Многопрофилна болница за долекуване, продължително лечение и рехабилитация - ""Профилакториум"", 102, Протожерица, кв. Ралица, Перник, 2307, България",80
СБПЛР КРЕМИКОВЦИ ЕООД СОФИЯ,София (столица),СОФИЯ 22 рн КРЕМИКОВЦИ,СОФИЯ 22 рн КРЕМИКОВЦИ,кв. Ботунец ул. В. Левски 2,"Д-Р ЦВЕТАНКА ХРИСТОВА ЗАФИРОВА, АНДРЕЙ ИВАНОВ АНДРЕЕВ","9943676, 9943319",,,,,0
СБПЛР Минерални бани - Полски Тръмбеш ЕООД,Велико Търново,ПОЛСКИ ТРЪМБЕШ,Полски Тръмбеш,ул. Търговска 92,ПЛАМЕН МИХАЙЛОВ ЛАКОВ,0888/507600,43.3670906,25.6347705,nominatim_free,"Търговска, Полски Тръмбеш, Велико Търново, 5180, България",45
СБПЛР ПАНЧАРЕВО ЕООД СОФИЯ,София (столица),СОФИЯ 23 рн ПАНЧАРЕВО,СОФИЯ 23 рн ПАНЧАРЕВО,"кв. Панчарево, ул. Кокалянско ханче 1","Д-Р АНДРЕЙ ИВАНОВ АНДРЕЕВ, ИВАН АСЕНОВ МАТЕЕВ, КРУМ ТОМОВ ТОМОВ","9923170, 9924331",,,,,0
СБПЛРПФЗ Света Петка Българска ЕООД,Пазарджик,ВЕЛИНГРАД,Велинград,"местност ""4-ти километър""; 4-ти километър 91","ЦВЕТАН ИЛИЕВ ДАФОВ, ЕЛЕНА МИТКОВА ШОПОВА","0359/53273, 0359/53276, 0359/52243",,,,,0
"СБР ""Медика - Албена"" ЕООД",Добрич,БАЛЧИК,"Оброчище, Албена",Сградата на медицински център,"ПРОФ. Д-Р ДИМИТРИЧКА ДУЧЕВА БЛИЗНАКОВА, Д-Р МИГЛЕНА СТЕФАНОВА КОЖУХАРОВА, ГАЛИНА ПЕТКОВА ПАВЛОВА, ПРОФ. Д-Р ЕНЧО КАЛЧЕВ СЪБЕВ","0887714763, 0888376863, 0878123321, 0887366652",,,,,0
"СБР ""Света Богородица"" ЕООД Нареченски бани",Пловдив,АСЕНОВГРАД,Нареченски Бани,ул. Панорама 8,Д-Р АТАНАС БЛАГОЕВ ТИЛЕВ,"03342/2212, 03342/2243",,,,,0
СБР - ВАРНА АД,Варна,ВАРНА,Варна,"К.К. ""ЗЛАТНИ ПЯСЪЦИ"", СПИРКА ""ЖУРНАЛИСТ""",Д-Р ЦВЕТАНА АНГЕЛОВА ДИНКОВА,052/355583,,,,,0
СБР - НК ЕАД - ФИЛИАЛ БАНКЯ СОФИЯ,София (столица),СОФИЯ 24 рн БАНКЯ,Банкя,ул. „Шейново” 8,"Д-Р ЧЕНКО ХРИСТОВ ЧАЛЪКОВ ЧРЕЗ ДИРЕКТОР ФИЛИАЛ БАНКЯ Д-Р МИЛКА АНТОНОВА ПАСКАЛЕВА-КЪРКОВСКА, ДОЦ.Д-Р АЛЕКСАНДЪР ИВАНОВ СЕМКОВ ЧРЕЗ ДИРЕКТОР ФИЛИАЛ БАНКЯ Д-Р МИЛКА АНТОНОВА ПАСКАЛЕВА-КЪРКОВСКА, ПЛУМЕЛИНА ДИМИТРОВА МИЧЕВА ЧРЕЗ ДИРЕКТОР ФИЛИАЛ БАНКЯ Д-Р МИЛКА АНТОНОВА ПАСКАЛЕВА-КЪРКОВСКА, Д-Р ПЛАМЕН ПЕЛТЕШКИ",02/9885905,,,,,0
СБР - САПАРЕВА БАНЯ АД,Кюстендил,САПАРЕВА БАНЯ,Сапарева Баня,ул. Серафим Йорданов 1,"Д-Р НИКОЛАЙ СТОЯНОВ КРЪСТЕВ, Д-Р ГЕОРГИ ЖЕЛЕВ АВРАМОВ",0707/22362,,,,,0
СБР БАНКЯ АД СОФИЯ,София (столица),СОФИЯ 24 рн БАНКЯ,СОФИЯ 24 рн БАНКЯ,"гр. Банкя, ул. Шейново 8","Д-Р НИКОЛАЙ СТОЯНОВ КРЪСТЕВ, ПЕТЯ МИЛЕНОВА ГЕНКОВА, ГЕОРГИ ЖЕЛЕВ АВРАМОВ","9977265, 9977244",,,,,0
СБР ВИТА ЕООД,Пазарджик,ВЕЛИНГРАД,Велинград,"ул. ""Пушкин"" 2",АНГЕЛ ХАРАЛАМБИЕВ ПЕЕВ,"0359/52159, 0359/52438",42.0316189,23.9847627,nominatim_free,"ВИТА, 2, Пушкин, кв. Лъджене, Велинград, Пазарджик, 4600, България",80
СБР ДЦП СВ. СОФИЯ ЕООД СОФИЯ,София (столица),СОФИЯ 11 рн КРАСНА ПОЛЯНА,СОФИЯ 11 рн КРАСНА ПОЛЯНА,БУЛ. ВЪЗКРЕСЕНИЕ 1В,ДОЦ Д-Р ИВАН ДИМИТРОВ ЧАВДАРОВ,8284881,,,,,0
СБР ЗДРАВЕ ЕАД,София (столица),СОФИЯ 24 рн БАНКЯ,СОФИЯ 24 рн БАНКЯ,"гр. Банкя, ул. Г. С. Раковски 15","Д-Р ВИОЛЕТА КОСТАДИНОВА ВЕЛИЧКОВА, ГЕОРГИ САМУИЛОВ ВАСИЛЕВ, ПРОФ. Д-Р ДИМИТЪР РАДКОВ РАДЕНОВСКИ","9977231, 9977383",,,,,0
СБР Марикостиново ЕООД,Благоевград,ПЕТРИЧ,Марикостиново,С. МАРИКОСТИНОВО,"АННА БЛАГОЕВА СМИЛЯНОВА, КАТЕРИНА КИРИЛОВА АРДАШЕВА","0742/62334, 0878/933370, 0742/62331",41.4313434,23.338635,nominatim_free,"Кметство с.Марикостиново, Димитър Благоев, Марикостиново, Петрич, Благоевград, 2870, България",45
СБР НК ЕАД филиал Хисар,Пловдив,ХИСАРЯ,Хисаря,бул. “Гурко” 2,"ВЕЛИЧКА НИКОЛОВА ШОПОВА, МАРИАНА БОТЕВА ТЕРЗИЙСКА, СВЕТИЯ ЙОРДАНОВ ТУЖАРОВ, ИВАН ДОНЧЕВ ДОНЧЕВ","0882805523, 03762046",,,,,0
СБР НК ЕАД Св. Мина Вършец,Монтана,ВЪРШЕЦ,Вършец,Паркова зона,"БОРЯНА ТОДОРОВА БОНЧЕВА-ЛЕЧЕВА, Д-Р АЛЕКСАНДЪР ИВАНОВ СЕМКОВ, Д-Р ЧЕНКО ХРИСТОВ ЧАЛЪКОВ",09527/2258,,,,,0
СБР НК ЕАД Филиал Сандански,Благоевград,САНДАНСКИ,Сандански,УЛ. ПОЛК. ДРАНГОВ 1,СТЕФКА КОСТАДИНОВА ИВАНОВА,"0746/30833, 0746/32419",,,,,0
СБР НК ЕАД филиал Баните,Смолян,БАНИТЕ,Баните,ул. Стефан Стамболов 2,"ЕМИЛ САШЕВ ДИМИТРОВ, АЛЕКСИ МИТКОВ КАРОВ","03025/2342, 03025/2344, 030252257",41.6154472,25.0065586,nominatim_free,"Стефан Стамболов, Баните, Смолян, 4940, България",55
СБР НК ЕАД филиал Нареченски бани,Пловдив,АСЕНОВГРАД,Нареченски Бани,ул. „Родопи“ 1,"Д-Р АТАНАС ЛЮБОМИРОВ БУЧКОВ, ДАНКА МЕТОДИЕВА ПОПОВА",033422224,,,,,0
СБР НК ЕАД филиал Овча могила,Велико Търново,СВИЩОВ,Овча Могила,ул. Детелина 2,Д-Р ВИРГИНИЯ СИМЕОНОВА ЦОЛОВА,06327/2404,43.4357238,25.2629858,nominatim_free,"Детелина, Овча Могила, Свищов, Велико Търново, България",45
СБР ОРФЕЙ ЕООД,Смолян,ДЕВИН,Девин,ул. Цветан Зангов 14,ЮЛИЯ БОЙКОВА КИСИМОВА,"0878228867, 03041/3657",41.742147,24.3958952,nominatim_free,"Orpheus Spa & Resort, 14, Цветан Зангов, Девин, Смолян, 4800, България",100
